occupantID,0,0.05,0.07,0.08,0.2,0.3,0.4,1,2,2.1,3,3.1,3.2,3.3,3.4,4,4.1,5,6,7,8,9,10,11,12,13,14,14.1,14.2,14.3,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,project_id,city,state,season,building_id,work_group_id,work_group_nm,Space_id,View,C_O,P_I_C,build_name
2774,,,,,,,,6,4,,6,,,,,6,,1,2,1,6,1,6,6,6,4,4,,,,4,2,6,6,4,2,0,4,1,2,2,4,7,4,4,0,200707_UC2_SPO,Sao Paulo,SP,H,0707_UC2_01,0707_UC2_01_07,UC2_01,0707_UC2_01_07_OI_01,,O,I,UC2
2775,,,,,,,,6,6,,6,,,,,4,,2,2,2,4,2,4,4,4,4,6,,,,4,2,4,6,2,2,0,3,1,2,2,4,4,2,2,0,200707_UC2_SPO,Sao Paulo,SP,H,0707_UC2_01,0707_UC2_01_07,UC2_01,0707_UC2_01_07_OI_02,,O,I,UC2
2776,,,,,,,,4,6,,6,,,,,2,,1,1,1,6,1,2,2,2,4,4,,,,4,4,2,2,1,1,0,1,2,3,2,7,1,1,1,0,200707_UC2_SPO,Sao Paulo,SP,H,0707_UC2_01,0707_UC2_01_07,UC2_01,0707_UC2_01_07_OI_03,,O,I,UC2
2777,,,,,,,,7,7,,6,,,,,6,,6,6,6,7,6,6,6,6,6,6,,,,4,2,6,6,4,4,0,3,1,3,2,7,7,7,7,0,200707_UC2_SPO,Sao Paulo,SP,H,0707_UC2_01,0707_UC2_01_07,UC2_01,0707_UC2_01_07_OI_04,,O,I,UC2
2844,,,,,,,,4,4,,2,,,,,2,,2,2,2,2,6,4,6,2,7,4,,,,2,7,6,6,4,4,0,1,1,2,2,7,7,2,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_01,,O,P,UBB
2845,,,,,,,,6,4,,2,,,,,2,,6,7,7,2,2,4,4,2,6,4,,,,4,6,4,4,6,6,0,4,1,4,3,7,7,4,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_CP_01,,C,P,UBB
2846,,,,,,,,4,4,,1,,,,,4,,2,2,1,4,2,4,4,4,4,1,,,,4,4,2,4,2,2,0,1,1,3,4,1,4,2,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OI_01,,O,I,UBB
2847,,,,,,,,6,2,,1,,,,,4,,6,6,6,1,6,6,2,6,2,2,,,,1,4,2,4,6,6,0,2,1,3,3,1,7,2,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_02,,O,P,UBB
2848,,,,,,,,6,6,,6,,,,,6,,2,6,1,6,2,6,6,6,2,6,,,,2,6,2,6,2,2,0,1,1,2,2,7,7,6,6,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OI_02,,O,I,UBB
2849,,,,,,,,6,4,,1,,,,,2,,2,2,4,1,4,6,6,6,6,2,,,,2,4,2,6,4,2,0,2,1,2,3,7,4,2,4,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OI_03,,O,I,UBB
2850,,,,,,,,2,2,,4,,,,,1,,2,2,2,6,4,6,6,6,6,6,,,,6,6,6,6,6,6,0,3,1,4,4,4,7,4,4,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_03,,O,P,UBB
2851,,,,,,,,4,2,,2,,,,,2,,1,4,2,2,4,6,2,6,2,4,,,,1,6,1,6,2,2,0,2,2,4,3,4,4,2,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_04,,O,P,UBB
2852,,,,,,,,4,4,,2,,,,,2,,2,4,4,4,4,4,4,4,6,2,,,,4,7,4,4,4,4,0,2,1,4,3,7,7,4,4,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_05,,O,P,UBB
2853,,,,,,,,6,4,,4,,,,,2,,4,4,2,4,6,6,6,6,4,4,,,,4,4,6,4,4,4,0,1,1,4,3,7,7,4,4,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OI_04,,O,I,UBB
2854,,,,,,,,6,4,,6,,,,,1,,1,1,2,4,6,6,6,4,2,6,,,,1,4,2,6,1,1,0,2,1,4,4,1,1,2,2,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OP_06,,O,P,UBB
2855,,,,,,,,6,6,,6,,,,,6,,4,4,6,2,6,6,6,6,6,6,,,,2,6,2,6,6,6,0,2,2,1,2,7,7,4,4,0,200707_UBB_SPO,Sao Paulo,SP,H,0707_UBB_01,0707_UBB_01_18,UBB_01,0707_UBB_01_18_OI_05,,O,I,UBB
2856,,,,,,,,7,5,,4,,,,,5,,7,7,6,7,7,7,2,4,3,4,,,,7,7,7,7,7,7,,2,1,2,4,5,7,7,6,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_CP_02,,C,P,SCR
2857,,,,,,,,5,2,,6,,,,,3,,1,1,1,4,2,6,6,6,4,2,,,,4,4,3,6,1,1,,2,1,2,3,2,6,2,2,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_OP_01,,O,P,SCR
2858,,,,,,,,6,3,,1,,,,,6,,2,6,3,6,6,6,6,6,2,5,,,,4,4,3,5,2,2,,2,2,1,3,6,5,3,6,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_OI_01,,O,I,SCR
2859,,,,,,,,7,6,,6,,,,,5,,7,7,6,7,6,5,5,7,6,6,,,,7,2,6,7,4,7,,2,1,1,4,7,7,7,7,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_CP_03,,C,P,SCR
2860,,,,,,,,6,2,,6,,,,,7,,2,6,1,6,4,6,6,6,4,4,,,,,2,6,6,2,3,,2,2,2,3,6,6,6,6,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_OI_02,,O,I,SCR
2861,,,,,,,,5,3,,3,,,,,3,,2,3,2,5,5,4,5,5,2,3,,,,2,1,5,3,2,2,,2,2,1,2,6,7,3,5,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_OP_02,,O,P,SCR
2862,,,,,,,,4,6,,3,,,,,2,,2,4,2,6,2,5,4,4,4,4,,,,2,6,5,3,2,2,,1,2,1,5,,6,6,6,0,200707_SCR_RIO,Rio de Janeiro,RJ,H,0707_SCR_01,0707_SCR_01_04,SCR_01_04,0707_SCR_01_04_OI_03,,O,I,SCR
2872,,,,,,,,6,6,,2,,,,,6,,3,3,2,6,6,6,2,6,2,2,,,,4,7,4,6,5,3,,2,1,1,3,7,7,6,6,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OP_01,,O,P,SER
2873,,,,,,,,4,3,,3,,,,,4,,3,4,3,7,6,5,4,5,5,4,,,,7,1,5,6,4,4,,1,1,1,2,6,6,6,6,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OI_01,,O,I,SER
2874,,,,,,,,6,3,,2,,,,,6,,2,2,2,6,6,6,5,5,5,4,,,,4,6,6,6,4,3,,1,1,1,3,6,3,4,4,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OI_02,,O,I,SER
2875,,,,,,,,7,5,,4,,,,,2,,2,2,2,4,5,6,5,5,5,4,,,,4,4,3,5,6,3,,2,1,1,2,3,6,6,5,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OI_03,,O,I,SER
2876,,,,,,,,6,5,,5,,,,,7,,4,4,2,7,5,6,4,6,4,5,,,,7,7,6,6,4,3,,3,1,1,2,7,6,6,6,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OP_02,,O,P,SER
2877,,,,,,,,5,5,,4,,,,,5,,3,3,2,4,5,4,4,4,6,3,,,,4,4,5,4,3,5,,1,1,1,3,4,4,3,4,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OI_04,,O,I,SER
2878,,,,,,,,7,7,,6,,,,,7,,7,7,6,6,7,6,6,6,6,6,,,,5,5,6,6,4,4,,1,2,1,5,,5,4,5,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OP_03,,O,P,SER
2879,,,,,,,,6,5,,1,,,,,6,,1,1,1,6,6,6,6,6,6,4,,,,4,4,6,6,1,4,,,,,,,,,,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OI_05,,O,I,SER
2880,,,,,,,,5,7,,4,,,,,7,,6,6,4,7,5,2,2,2,3,4,,,,6,6,4,5,3,5,,1,1,2,2,7,7,6,6,0,200707_SER_SPO,Sao Paulo,SP,H,0707_SER_01,0707_SER_01_03,SER_01,0707_SER_01_03_OP_04,,O,P,SER
2892,,,,,,,,4,,,1,,,,,4,,1,2,2,6,2,5,5,6,6,4,,,,1,6,2,2,1,1,0,2,1,3,4,3,3,4,2,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OP_01,,O,P,SSA_J
2893,,,,,,,,7,4,,4,,,,,5,,3,3,3,3,4,3,5,5,5,4,,,,4,7,6,7,5,6,0,4,1,2,3,6,6,5,5,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OP_02,,O,P,SSA_J
2894,,,,,,,,1,4,,1,,,,,1,,7,7,7,4,7,1,1,1,1,4,,,,7,1,4,1,7,4,0,5,1,2,1,7,7,1,1,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OP_03,,O,P,SSA_J
2895,,,,,,,,3,7,,4,,,,,3,,2,2,1,5,1,4,5,5,5,6,,,,4,6,2,3,2,3,0,3,2,4,4,7,7,5,5,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OP_04,,O,P,SSA_J
2896,,,,,,,,2,6,,1,,,,,6,,7,4,7,2,2,2,1,,,4,,,,2,2,6,5,1,4,0,4,1,2,4,7,5,4,2,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OI_01,,O,I,SSA_J
2897,,,,,,,,6,3,,3,,,,,6,,3,5,3,6,3,5,5,5,5,3,,,,6,3,5,6,6,6,0,3,1,3,4,6,6,5,5,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OI_02,,O,I,SSA_J
2898,,,,,,,,4,4,,1,,,,,2,,3,4,3,5,2,5,6,6,6,3,,,,3,2,6,3,4,4,0,2,1,3,4,7,7,5,4,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OI_03,,O,I,SSA_J
2899,,,,,,,,7,4,,2,,,,,3,,2,1,2,6,2,7,6,7,7,3,,,,4,1,6,6,2,6,0,1,2,1,4,7,6,6,6,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OI_04,,O,I,SSA_J
2900,,,,,,,,6,4,,6,,,,,3,,3,3,2,5,5,6,6,6,6,2,,,,2,1,4,6,3,4,0,3,2,3,4,6,4,3,2,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_01,,O,C,SSA_J
2901,,,,,,,,5,2,,1,,,,,1,,6,7,6,5,3,5,3,5,7,6,,,,3,1,7,4,6,3,0,2,1,3,4,6,6,3,2,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_02,,O,C,SSA_J
2902,,,,,,,,2,4,,3,,,,,4,,1,5,2,4,7,4,7,7,7,2,,,,5,1,4,4,4,3,0,2,1,3,3,7,7,6,6,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_03,,O,C,SSA_J
2903,,,,,,,,4,2,,1,,,,,3,,1,1,1,5,3,5,3,4,4,1,,,,4,1,1,5,1,1,0,3,1,2,3,7,5,5,3,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_04,,O,C,SSA_J
2904,,,,,,,,2,6,,6,,,,,4,,2,2,3,6,3,5,4,4,4,4,,,,4,1,4,3,2,3,0,2,1,2,4,7,6,4,6,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_05,,O,C,SSA_J
2905,,,,,,,,5,2,,2,,,,,2,,4,5,4,3,2,6,6,6,6,2,,,,3,2,6,5,5,4,0,3,1,2,4,4,4,3,4,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_07,,O,C,SSA_J
2906,,,,,,,,6,1,,1,,,,,5,,1,1,1,2,1,6,6,6,6,1,,,,1,1,1,3,1,1,0,2,1,3,4,6,6,2,2,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_08,,O,C,SSA_J
2907,,,,,,,,4,4,,1,,,,,6,,1,4,2,6,4,4,3,3,3,4,,,,6,6,6,4,3,6,0,1,1,2,4,5,5,4,3,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_09,,O,C,SSA_J
2908,,,,,,,,4,4,,4,,,,,4,,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,0,4,1,2,1,5,5,4,4,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_10,,O,C,SSA_J
2909,,,,,,,,2,3,,4,,,,,4,,1,1,2,3,2,2,4,2,7,2,,,,1,1,3,1,2,2,0,5,2,2,4,3,3,3,3,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_11,,O,C,SSA_J
2910,,,,,,,,6,6,,6,,,,,6,,5,6,5,6,6,5,6,6,6,5,,,,6,5,6,6,6,6,0,2,1,3,3,7,7,7,7,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_OC_12,,O,C,SSA_J
2911,,,,,,,,4,3,,2,,,,,3,,5,5,3,4,3,4,4,4,4,1,,,,4,3,4,4,4,4,0,4,1,4,3,7,7,4,4,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_CP_01,,C,P,SSA_J
2912,,,,,,,,7,7,,3,,,,,2,,7,7,7,7,7,7,7,7,7,7,,,,4,1,7,7,7,7,0,3,2,4,4,7,7,4,5,0,200707_SSA_JPL,Joplin,MO,C,0707_SSA_01,0707_SSA_01_01,SSA First Floor,0707_SSA_01_01_CP_02,,C,P,SSA_J
2924,,,,,,,,6,3,,3,,,,,5,,1,3,1,4,5,3,3,4,6,4,,,,2,4,6,3,2,2,0,2,2,1,2,7,7,3,6,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OP_01,,O,P,VIV
2925,,,,,,,,6,4,,2,,,,,6,,2,2,2,3,6,4,3,5,7,6,,,,4,4,2,6,2,2,0,1,2,1,2,6,6,6,5,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OI_01,,O,I,VIV
2926,,,,,,,,6,2,,2,,,,,5,,3,2,2,6,6,6,6,6,2,2,,,,2,6,6,6,2,2,0,2,2,1,2,6,7,5,5,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OP_02,,O,P,VIV
2927,,,,,,,,5,4,,5,,,,,4,,3,3,2,5,3,4,3,4,3,3,,,,3,3,4,4,3,3,0,2,2,1,3,7,7,4,5,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OC_01,,O,C,VIV
2928,,,,,,,,5,5,,5,,,,,6,,4,4,5,7,5,5,5,5,6,6,,,,,5,6,5,5,5,0,2,1,1,3,7,7,6,6,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OP_03,,O,P,VIV
2929,,,,,,,,4,5,,4,,,,,5,,2,5,2,5,2,2,2,2,4,2,,,,2,2,2,2,,2,0,3,1,1,3,7,7,6,6,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OP_04,,O,P,VIV
2930,,,,,,,,5,5,,3,,,,,5,,3,3,3,7,3,7,6,6,5,2,,,,3,7,7,6,3,5,0,4,1,1,2,7,7,4,6,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_CP_01,,C,P,VIV
2931,,,,,,,,5,5,,3,,,,,6,,1,1,3,6,4,5,6,5,7,4,,,,4,7,6,5,6,2,0,1,1,1,2,6,5,6,6,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OI_02,,O,I,VIV
2932,,,,,,,,7,3,,3,,,,,2,,2,3,2,5,3,4,2,5,6,3,,,,1,1,3,4,3,2,0,2,1,1,2,3,6,5,3,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OC_02,,O,C,VIV
2933,,,,,,,,6,4,,3,,,,,5,,3,3,3,5,5,6,4,6,4,5,,,,5,5,5,5,3,3,0,2,1,1,3,5,5,4,5,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OP_05,,O,P,VIV
2934,,,,,,,,7,3,,4,,,,,6,,4,3,4,6,7,7,7,7,4,4,,,,7,6,6,7,4,2,0,4,2,2,3,6,7,6,5,0,200709_VIV_SPO,Sao Paulo,SP,H,0709_VIV_01,0709_VIV_01_03,VIV_01,0709_VIV_01_03_OI_03,,O,I,VIV
2935,,,,,,,,7,6,,3,,,,,6,,6,6,6,6,7,7,6,6,6,3,,,,3,6,6,7,6,6,0,3,1,1,4,7,7,6,6,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_OP_02,,O,P,FNQ
2936,,,,,,,,4,4,,3,,,,,2,,1,2,2,4,3,2,1,3,2,4,,,,2,2,2,2,2,2,0,2,2,1,2,5,6,3,3,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_OI_01,,O,I,FNQ
2937,,,,,,,,6,6,,6,,,,,6,,7,7,7,7,6,6,5,6,6,6,,,,5,7,6,6,6,7,0,3,1,1,3,7,7,6,6,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_CP_01,,C,P,FNQ
2938,,,,,,,,7,6,,6,,,,,6,,6,6,6,7,6,6,5,5,7,6,,,,5,7,6,6,5,5,0,3,2,2,2,7,7,6,6,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_CP_02,,C,P,FNQ
2939,,,,,,,,2,2,,5,,,,,5,,1,1,1,6,1,2,2,4,1,3,,,,6,7,2,6,6,7,0,1,2,1,2,5,6,4,3,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_CP_03,,C,P,FNQ
2940,,,,,,,,3,5,,6,,,,,5,,6,6,3,5,6,2,3,2,1,5,,,,3,1,3,2,3,3,0,2,2,1,1,6,6,5,5,0,200710_FNQ_SPO,Sao Paulo,SP,C,0710_FNQ_01,0710_FNQ_01_06,FNQ_01,0710_FNQ_01_06_OC_01,,O,C,FNQ
3019,,,,,,,,5,,,5,,,,,4,,2,3,2,5,5,4,2,4,4,4,,,,3,5,3,5,4,2,0,1,1,1,4,2,3,4,4,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_8,,O,I,BOA_B2
3020,,,,,,,,5,4,,2,,,,,1,,1,1,1,4,1,5,4,4,4,4,,,,5,6,2,4,1,2,0,1,1,3,2,7,6,3,3,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_12,,O,I,BOA_B2
3021,,,,,,,,6,6,,3,,,,,4,,4,4,3,6,4,4,6,6,6,4,,,,4,4,5,6,4,4,0,2,1,3,4,7,7,4,4,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_11,,O,I,BOA_B2
3022,,,,,,,,6,6,,4,,,,,4,,3,5,3,5,4,6,4,6,6,5,,,,4,2,4,6,5,3,0,1,2,3,4,7,6,5,5,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_CP_13,,C,P,BOA_B2
3023,,,,,,,,5,3,,3,,,,,4,,5,5,5,4,5,4,3,,,3,,,,5,2,2,5,3,5,0,2,2,3,5,7,7,6,4,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_CC_14,,C,C,BOA_B2
3024,,,,,,,,7,4,,1,,,,,1,,1,2,1,6,2,6,4,4,4,1,,,,1,5,1,5,1,2,0,1,1,3,4,4,2,2,2,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_9,,O,I,BOA_B2
3025,,,,,,,,,6,,5,,,,,5,,2,2,2,2,2,3,5,5,5,4,,,,3,1,2,2,2,2,0,4,1,3,4,5,5,3,3,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_1,,O,I,BOA_B2
3026,,,,,,,,4,3,,3,,,,,2,,1,3,1,4,4,4,4,4,4,4,,,,4,1,3,4,4,4,0,3,1,4,5,5,6,4,3,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_2,,O,I,BOA_B2
3027,,,,,,,,3,4,,3,,,,,2,,2,2,2,5,3,4,5,5,5,5,,,,4,4,4,4,3,4,0,1,1,4,5,5,5,4,4,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_3,,O,I,BOA_B2
3028,,,,,,,,5,6,,2,,,,,1,,2,2,5,5,5,5,3,6,4,3,,,,2,2,3,3,4,5,0,2,,4,3,3,4,3,,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_4,,O,I,BOA_B2
3029,,,,,,,,2,2,,3,,,,,5,,5,3,5,4,5,2,4,4,2,5,,,,1,4,5,4,4,4,0,1,1,4,,1,3,3,,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OP_5,,O,P,BOA_B2
3030,,,,,,,,5,3,,3,,,,,6,,6,5,6,6,5,5,5,5,6,4,,,,7,6,5,6,6,7,0,2,,4,5,5,5,5,,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_6,,O,I,BOA_B2
3031,,,,,,,,5,2,,1,,,,,1,,1,1,1,1,3,4,5,5,6,2,,,,1,6,4,2,6,1,0,2,,2,1,1,2,2,,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_02,BOA Building 2 Floor 02,0710_BOA_02_02_OI_7,,O,I,BOA_B2
3032,,,,,,,,5,,,4,,,,,5,,2,3,2,3,5,2,4,4,4,5,,,,3,2,5,5,3,5,0,3,1,3,5,6,6,5,5,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_1,,O,I,BOA_B2
3033,,,,,,,,6,4,,2,,,,,6,,6,6,4,7,6,7,6,6,6,4,,,,,3,7,7,5,5,0,4,2,1,4,6,7,5,5,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_3,,O,I,BOA_B2
3034,,,,,,,,6,6,,6,,,,,6,,4,4,4,6,5,6,7,7,7,6,,,,4,5,4,5,3,5,0,1,2,3,4,5,4,4,5,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_4,,O,I,BOA_B2
3035,,,,,,,,5,5,,1,,,,,5,,4,5,,6,4,6,6,6,4,5,,,,5,1,5,5,5,6,0,2,1,3,5,6,6,5,5,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_6,,O,I,BOA_B2
3036,,,,,,,,7,6,,5,,,,,,,3,3,5,3,5,7,6,,,5,,,,4,3,7,7,6,5,0,4,1,1,3,7,7,7,7,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_5,,O,I,BOA_B2
3037,,,,,,,,4,4,,3,,,,,5,,2,2,3,5,3,2,3,4,3,5,,,,,1,4,4,2,4,0,4,,1,3,4,4,4,3,0,200710_BOA_NYC,New York City,NY,H,0710_BOA_02,0710_BOA_02_03,BOA Building 2 Floor 03,0710_BOA_02_03_OI_7,,O,I,BOA_B2
